nom;code
VALFF;67210
BRAY ST CHRISTOPHE;2480
HYEVRE MAGNY;25110
ST CHRISTOPHE DU FOC;50340
VILLECEY SUR MAD;54890
LA VANCELLE;67730
BRECY;2210
ISSANS;25550
ST CLEMENT RANCOUDRAY;50140
VILLERS EN HAYE;54380
WALBOURG;67360
BRENY;2210
LANDRESSE;25530
STE COLOMBE;50390
VILLERS LES NANCY;54600
WEITBRUCH;67500
BUIRE;2500
LONGEVELLE SUR DOUBS;25260
ST GEORGES MONTCOCQ;50000
VILLERUPT;54190
WESTHOFFEN;67310
BUZANCY;2200
MAGNY CHATELARD;25360
ST GERMAIN DE TOURNEBUT;50700
VITREY;54330
WEYERSHEIM;67720
LA CAPELLE;2260
MALANS;25330
ST HILAIRE DU HARCOUET;50600
XEUILLEY;54990
WILDERSBACH;67130
CAULAINCOURT;2490
MALBUISSON;25160
ST JAMES;50240
XOUSSE;54370
WILLGOTTHEIM;67370
CESSIERES SUZY;2320
MALPAS;25160
ST JAMES;50240
XURES;54370
WILWISHEIM;67270
CHAVIGNY;2880
MANDEURE;25350
ST JEAN DE LA HAIZE;50300
ABAINVILLE;55130
WINGEN;67510
CHERMIZY AILLES;2860
LE MEMONT;25210
ST JEAN D ELLE;50810
ABAUCOURT HAUTECOURT;55400
WINGERSHEIM LES QUATRE BANS;67170
CHEVREGNY;2000
MESANDANS;25680
ST JEAN D ELLE;50810
AMBLY SUR MEUSE;55300
WOERTH;67360
CLAMECY;2880
METABIEF;25370
ST LOUET SUR VIRE;50420
APREMONT LA FORET;55300
WOLSCHHEIM;67700
COEUVRES ET VALSERY;2600
MONTAGNEY SERVIGNEY;25680
ST LOUP;50300
AVIOTH;55600
ZEHNACKER;67310
CONDE SUR AISNE;2370
MONTANDON;25190
ST MARCOUF;50310
BAUDREMONT;55260
ZEINHEIM;67310
CONNIGIS;2330
MONTBENOIT;25650
ST MARTIN DE CENILLY;50210
BAULNY;55270
AMMERSCHWIHR;68770
CONTESCOURT;2680
LE MOUTHEROT;25170
STE MERE EGLISE;50480
BEAUCLAIR;55700
ARTZENHEIM;68320
COURBOIN;2330
LES PREMIERS SAPINS;25580
ST OVIN;50300
BEAULIEU EN ARGONNE;55250
ASPACH MICHELBACH;68700
COURMONT;2130
NOIREFONTAINE;25190
ST PLANCHERS;50400
BELLERAY;55100
BALLERSDORF;68210
CRAONNE;2160
NOIRONTE;25170
ST QUENTIN SUR LE HOMME;50220
BELRUPT EN VERDUNOIS;55100
BANTZENHEIM;68490
CRAONNELLE;2160
NOVILLARS;25220
BOURGVALLEES;50750
BISLEE;55300
BELLEMAGNY;68210
CRECY AU MONT;2380
ORCHAMPS VENNES;25390
ST SAUVEUR VILLAGES;50490
BLANZEE;55400
BENDORF;68480
CUGNY;2480
ORNANS;25290
ST SAUVEUR VILLAGES;50490
BONZEE;55160
BERENTZWILLER;68130
CUIRIEUX;2350
ORSANS;25530
ST SAUVEUR VILLAGES;50490
BOUQUEMONT;55300
BERGHOLTZZELL;68500
CUIRY LES CHAUDARDES;2160
OSSELLE ROUTELLE;25320
ST SENIER DE BEUVRON;50240
BRABANT EN ARGONNE;55120
BIEDERTHAL;68480
CUISSY ET GENY;2160
OUGNEY DOUVOT;25640
ST VAAST LA HOUGUE;50550
BRANDEVILLE;55150
BIESHEIM;68600
CUISY EN ALMONT;2200
OYE ET PALLET;25160
ST VAAST LA HOUGUE;50550
BREHEVILLE;55150
BLODELSHEIM;68740
CUTRY;2600
PALANTINE;25440
TERRE ET MARAIS;50500
BREUX;55600
BOLLWILLER;68540
DAGNY LAMBERCY;2140
PALISE;25870
TERRE ET MARAIS;50500
BROCOURT EN ARGONNE;55120
BREITENBACH HAUT RHIN;68380
DAMMARD;2470
PLAIMBOIS VENNES;25390
SARTILLY BAIE BOCAGE;50530
BROUSSEY EN BLOIS;55190
BURNHAUPT LE HAUT;68520
DAMPLEUX;2600
LE VAL;25440
SAVIGNY;50210
BUXIERES SOUS LES COTES;55300
CARSPACH;68130
DHUIZEL;2220
PONT LES MOULINS;25110
SIDEVILLE;50690
BUZY DARMONT;55400
DANNEMARIE;68210
DIZY LE GROS;2340
PUESSANS;25680
SOURDEVAL;50150
CHAILLON;55210
DESSENHEIM;68600
DOLIGNON;2360
REMONDANS VAIVRE;25150
SURTAINVILLE;50270
CHAMPNEUVILLE;55100
ESCHBACH AU VAL;68140
L EPINE AUX BOIS;2540
REUGNEY;25330
TAILLEPIED;50390
CHARPENTRY;55270
FALKWILLER;68210
ETOUVELLES;2000
RIGNOSOT;25640
TANIS;50170
CHAUVONCOURT;55300
FERRETTE;68480
ETREILLERS;2590
ROCHE LEZ BEAUPRE;25220
TIREPIED SUR SEE;50300
CHEPPY;55270
FROENINGEN;68720
LA FERTE CHEVRESIS;2270
ROGNON;25680
TIREPIED SUR SEE;50870
CHONVILLE MALAUMONT;55200
FULLEREN;68210
FESMY LE SART;2450
ROMAIN;25680
TOCQUEVILLE;50330
CLERMONT EN ARGONNE;55120
GEISWASSER;68600
FESTIEUX;2840
RONDEFONTAINE;25240
TOURVILLE SUR SIENNE;50200
COMBLES EN BARROIS;55000
GOLDBACH ALTENBACH;68760
LA FLAMENGRIE;2260
ROSUREUX;25380
VALCANVILLE;50760
LES HAUTS DE CHEE;55000
HAGENBACH;68210
FLAVIGNY LE GRAND ET BEAURAIN;2120
ST GEORGES ARMONT;25340
VARENGUEBEC;50250
COUVONGES;55800
HAGENTHAL LE HAUT;68220
FONTENELLE;2170
ST HIPPOLYTE;25190
VAUDREVILLE;50310
CULEY;55000
HARTMANNSWILLER;68500
FONTENOY;2290
ST JUAN;25360
LA VENDELEE;50200
CUNEL;55110
HATTSTATT;68420
FRANQUEVILLE;2140
ST POINT LAC;25160
VESLY;50430
DEMANGE BAUDIGNECOURT;55130
HEITEREN;68600
FRESNES EN TARDENOIS;2130
SAMSON;25440
VESLY;50430
DOMMARY BARONCOURT;55240
HORBOURG WIHR;68180
FRESNOY LE GRAND;2230
SARRAGEOIS;25240
VILLEDIEU LES POELES ROUFFIGNY;50800
DOMPCEVRIN;55300
HUNAWIHR;68150
GLAND;2400
SEPTFONTAINES;25270
VILLIERS FOSSARD;50680
DONCOURT AUX TEMPLIERS;55160
ILLFURTH;68720
GRONARD;2140
SERRE LES SAPINS;25770
AIGNY;51150
ECOUVIEZ;55600
ISSENHEIM;68500
HAPPENCOURT;2480
SERVIN;25430
AMBRIERES;51290
ERIZE LA BRULEE;55260
JUNGHOLTZ;68500
HARCIGNY;2140
LA SOMMETTE;25510
ANGLURE;51260
EUVILLE;55200
KAYSERSBERG VIGNOBLE;68240
HARTENNES ET TAUX;2210
SOYE;25250
ANGLUZELLES ET COURCELLES;51230
EVRES;55250
KEMBS;68680
HARY;2140
TALLENAY;25870
ARGERS;51800
FLASSIGNY;55600
KIFFIS;68480
HINACOURT;2440
TARCENAY FOUCHERANS;25620
ARRIGNY;51290
FRESNES AU MONT;55260
KNOERINGUE;68220
JUMENCOURT;2380
TOURNANS;25680
BANNAY;51270
FROMEZEY;55400
LABAROCHE;68910
LANDOUZY LA VILLE;2140
TREVILLERS;25470
BARBONNE FAYEL;51120
GIMECOURT;55260
LAUTENBACH;68610
LANDRICOURT;2380
VAIRE;25220
BAUDEMENT;51260
GIRAUVOISIN;55200
LAUTENBACHZELL;68610
LANISCOURT;2000
VALLEROY;25870
BAYE;51270
GONDRECOURT LE CHATEAU;55130
LAUW;68290
LAUNOY;2210
VALOREILLE;25190
BERGERES SOUS MONTMIRAIL;51210
GONDRECOURT LE CHATEAU;55130
LIGSDORF;68480
LAVAQUERESSE;2450
VANDONCOURT;25230
BERZIEUX;51800
GOUSSAINCOURT;55140
LUTTERBACH;68460
LEUILLY SOUS COUCY;2380
VAUCLUSOTTE;25380
BEZANNES;51430
GRIMAUCOURT PRES SAMPIGNY;55500
MAGSTATT LE BAS;68510
LHUYS;2220
VELLEROT LES BELVOIR;25430
BLIGNY;51170
HAN SUR MEUSE;55300
METZERAL;68380
LIESSE NOTRE DAME;2350
VELLEROT LES VERCEL;25530
BOUY;51400
HAN SUR MEUSE;55300
MONTREUX JEUNE;68210
LIEZ;2700
VERGRANNE;25110
BOUZY;51150
HENNEMONT;55160
MUESPACH;68640
LISLET;2340
LE VERNOY;25750
BROUSSY LE PETIT;51230
LES TROIS DOMAINES;55220
MUHLBACH SUR MUNSTER;68380
LES SEPTVALLONS;2160
VIEUX CHARMONT;25600
CERNAY EN DORMOIS;51800
JAMETZ;55600
MUNSTER;68140
MACOGNY;2470
HAMELIN;50730
CERNON;51240
JONVILLE EN WOEVRE;55160
MUNWILLER;68250
MAISSEMY;2490
HAUTEVILLE LA GUICHARD;50570
CHALONS EN CHAMPAGNE;51000
GEVILLE;55200
NIEDERHERGHEIM;68127
DHUYS ET MORIN EN BRIE;2540
LA HAYE;50250
CHAMERY;51500
JUVIGNY EN PERTHOIS;55170
NIFFER;68680
MARCY;2720
LA HAYE;50250
LA CHAPELLE LASSON;51260
JUVIGNY SUR LOISON;55600
OBERBRUCK;68290
MARIZY STE GENEVIEVE;2470
LA HAYE;50250
CHATILLON SUR MORIN;51310
LABEUVILLE;55160
OBERHERGHEIM;68127
MARLE;2250
THEREVAL;50180
CHATRICES;51800
LACHALADE;55120
OBERMORSCHWILLER;68130
MENNEVRET;2630
HUBERVILLE;50700
LA CHAUSSEE SUR MARNE;51240
LACHAUSSEE;55210
OLTINGUE;68480
MERLIEUX ET FOUQUEROLLES;2000
ISIGNY LE BUAT;50540
CHAVOT COURCOURT;51530
LAHAYMEIX;55260
OTTMARSHEIM;68490
MOLINCHART;2000
ISIGNY LE BUAT;50540
LE CHEMIN;51800
LAMOUILLY;55700
PETIT LANDAU;68490
MONT D ORIGNY;2390
ISIGNY LE BUAT;50540
CHENIERS;51510
LANDRECOURT LEMPIRE;55100
PFASTATT;68120
MONTFAUCON;2540
JUVIGNY LES VALLEES;50520
CHERVILLE;51150
LATOUR EN WOEVRE;55160
RANTZWILLER;68510
MONTGOBERT;2600
JUVIGNY LES VALLEES;50520
CHICHEY;51120
LAVINCOURT;55170
REININGUE;68950
MONTGRU ST HILAIRE;2210
LESSAY;50430
CHIGNY LES ROSES;51500
LONGEAUX;55500
RUMERSHEIM LE HAUT;68740
MONTHIERS;2400
MONTSENELLE;50250
CLESLES;51260
LONGEVILLE EN BARROIS;55000
ST COSME;68210
MONTIGNY LE FRANC;2250
LE LOREUR;50510
COIZARD JOCHES;51270
LOUPPY LE CHATEAU;55800
ST LOUIS;68300
MONTIGNY SUR CRECY;2270
MARTINVAST;50690
CONNANTRE;51230
MANDRES EN BARROIS;55290
ST ULRICH;68210
MONT ST MARTIN;2220
LA MEAUFFE;50880
CONTAULT;51330
MANHEULLES;55160
SCHLIERBACH;68440
MORGNY EN THIERACHE;2360
LE MESNIL AUBERT;50510
COOLUS;51510
MARCHEVILLE EN WOEVRE;55160
SEWEN;68290
MORTIERS;2270
LE MESNILLARD;50600
CORMICY;51220
MENIL SUR SAULX;55500
SICKERT;68290
MUSCOURT;2160
MONTHUCHON;50200
CORMICY;51220
MOIREY FLABAS CREPION;55150
SONDERSDORF;68480
NANTEUIL NOTRE DAME;2210
MOON SUR ELLE;50680
CORRIBERT;51270
MONTBLAINVILLE;55270
SOULTZ HAUT RHIN;68360
LA NEUVILLE EN BEINE;2300
MOYON VILLAGES;50420
CORROY;51230
MONTBRAS;55140
SPECHBACH;68720
NEUVILLE ST AMAND;2100
MOYON VILLAGES;50860
COULOMMES LA MONTAGNE;51390
MONTSEC;55300
STEINBRUNN LE HAUT;68440
NEUVILLE SUR AILETTE;2860
NAY;50190
COURMAS;51390
MORANVILLE;55400
STEINSOULTZ;68640
NEUVILLE SUR MARGIVAL;2880
NICORPS;50200
COURTAGNON;51480
MORLEY;55290
STERNENBERG;68780
NEUVILLETTE;2390
GRANDPARIGNY;50600
COURVILLE;51170
MUZERAY;55230
STORCKENSOHN;68470
NOGENTEL;2400
PERCY EN NORMANDIE;50410
LA CROIX EN CHAMPAGNE;51600
NAIVES ROSIERES;55000
TAGSDORF;68130
NOIRCOURT;2340
PERRIERS EN BEAUFICEL;50150
CUCHERY;51480
NEUVILLE EN VERDUNOIS;55260
AMBERIEU EN BUGEY;1500
NOUVION LE COMTE;2800
PICAUVILLE;50360
DOMMARTIN LETTREE;51320
NUBECOURT;55250
BAGE DOMMARTIN;1380
NOUVION LE VINEUX;2860
POILLEY;50220
ECLAIRES;51800
ORNES;55150
BEAUPONT;1270
NOUVRON VINGRE;2290
PONT HEBERT;50880
ECUEIL;51500
PARFONDRUPT;55400
VALSERHONE;1200
ORIGNY EN THIERACHE;2550
PONTORSON;50170
ESCARDES;51310
PILLON;55230
VALSERHONE;1200
OULCHES LA VALLEE FOULON;2160
PONTORSON;50170
ESCLAVOLLES LUREY;51260
QUINCY LANDZECOURT;55600
VALSERHONE;1200
OULCHY LA VILLE;2210
QUETTEHOU;50630
EUVY;51230
RARECOURT;55120
BEYNOST;1700
OULCHY LE CHATEAU;2210
QUETTREVILLE SUR SIENNE;50660
FAUX VESIGNEUL;51320
RECICOURT;55120
BIRIEUX;1330
OULCHY LE CHATEAU;2210
RAUVILLE LA BIGOT;50260
FAVRESSE;51300
REFFROY;55190
BOURG EN BRESSE;1000
PAARS;2220
REMILLY LES MARAIS;50570
FLEURY LA RIVIERE;51480
REVIGNY SUR ORNAIN;55800
BOYEUX ST JEROME;1640
PAISSY;2160
REMILLY LES MARAIS;50570
FLORENT EN ARGONNE;51800
REVILLE AUX BOIS;55150
CESSY;1170
PARGNAN;2160
REMILLY LES MARAIS;50620
FONTAINE SUR AY;51160
RICHECOURT;55300
CEYZERIAT;1250
PARGNY FILAIN;2000
LE ROZEL;50340
LA FORESTIERE;51120
ROMAGNE SOUS LES COTES;55150
CEYZERIEU;1350
PASSY EN VALOIS;2470
ST AMAND VILLAGES;50160
GERMINON;51130
RAIVAL;55260
CHAMPAGNE EN VALROMEY;1260
PIERREMANDE;2300
ST DENIS LE GAST;50450
GIVRY EN ARGONNE;51330
ROUVRES EN WOEVRE;55400
CHAMPAGNE EN VALROMEY;1260
PLEINE SELVE;2240
ST DENIS LE VETU;50210
GIVRY LES LOISY;51130
RUPT AUX NONAINS;55170
CHARNOZ SUR AIN;1800
PLOMION;2140
ST FROMOND;50620
GIZAUCOURT;51800
RUPT SUR OTHAIN;55150
CHATILLON SUR CHALARONNE;1400
POMMIERS;2200
STE GENEVIEVE;50760
GOURGANCON;51230
ST REMY LA CALONNE;55160
CHAVEYRIAT;1660
PONT ST MARD;2380
ST GEORGES DE LA RIVIERE;50270
GRANGES SUR AUBE;51260
SALMAGNE;55000
CHEIGNIEU LA BALME;1510
POUILLY SUR SERRE;2270
ST HILAIRE DU HARCOUET;50600
HERPONT;51460
SAMPIGNY;55300
CHEZERY FORENS;1200
PRESLES ET BOVES;2370
ST JAMES;50240
HEUTREGIVILLE;51110
SASSEY SUR MEUSE;55110
CIVRIEUX;1390
PROISY;2120
ST JEAN DES CHAMPS;50320
IGNY COMBLIZY;51700
SAULVAUX;55500
CIZE;1250
PROVISEUX ET PLESNOY;2190
ST MARTIN DE BONFOSSE;50750
LES ISTRES ET BURY;51190
SAULVAUX;55500
CLEYZIEU;1230
PUISEUX EN RETZ;2600
CHAULIEU;50150
JOUY LES REIMS;51390
SAULX LES CHAMPLON;55160
COLIGNY;1270
RAILLIMONT;2360
CHAULIEU;50150
JUSSECOURT MINECOURT;51340
SAUVOY;55190
CONFORT;1200
RENNEVAL;2340
ST MARTIN LE GREARD;50690
LAGERY;51170
SAVONNIERES EN PERTHOIS;55170
CONFRANCON;1310
RIBEAUVILLE;2110
ST MAURICE EN COTENTIN;50270
LANDRICOURT;51290
SENON;55230
CORBONOD;1420
RIBEMONT;2240
STE MERE EGLISE;50480
LAVANNES;51110
SENONCOURT LES MAUJOUY;55220
CORLIER;1110
ROMERY;2120
STE MERE EGLISE;50480
LISSE EN CHAMPAGNE;51300
SEPVIGNY;55140
COURMANGOUX;1370
ROZIERES SUR CRISE;2200
ST MICHEL DE MONTJOIE;50670
LOISY SUR MARNE;51300
SOMMELONNE;55170
CROZET;1170
ROZOY BELLEVALLE;2540
ST NICOLAS DE PIERREPONT;50250
LUDES;51500
SORBEY;55230
CRUZILLES LES MEPILLAT;1290
ST BANDRY;2290
ST PATRICE DE CLAIDS;50190
MAILLY CHAMPAGNE;51500
SOUILLY;55220
FRANCHELEINS;1090
ST MARD;2220
LE PARC;50870
MALMY;51800
THILLOT;55210
GARNERANS;1140
ST MARTIN RIVIERE;2110
ST PIERRE LANGERS;50530
MANCY;51530
TREVERAY;55130
BEARD GEOVREISSIAT;1460
ST PIERRE LES FRANQUEVILLE;2140
ST POIS;50670
MARDEUIL;51530
VADONVILLE;55200
GEX;1170
ST REMY BLANZY;2210
BOURGVALLEES;50750
MARGNY;51210
VALBOIS;55300
GIRON;1130
SERAIN;2110
ST SAUVEUR DE PIERREPONT;50250
MARIGNY;51230
VAUDEVILLE LE HAUT;55130
GRILLY;1220
SERAUCOURT LE GRAND;2790
ST SAUVEUR VILLAGES;50490
MASSIGES;51800
VAUDONCOURT;55230
GUEREINS;1090
SERVAIS;2700
SARTILLY BAIE BOCAGE;50530
MERY PREMECY;51390
VAUX LES PALAMEIX;55300
PLATEAU D HAUTEVILLE;1110
SILLY LA POTERIE;2460
SARTILLY BAIE BOCAGE;50530
LE MESNIL SUR OGER;51190
VELOSNES;55600
JUJURIEUX;1640
SISSY;2240
SENOVILLE;50270
MONCETZ L ABBAYE;51290
VERDUN;55100
LAPEYROUSE;1330
SOISSONS;2200
SIOUVILLE HAGUE;50340
MONTBRE;51500
VIGNEULLES LES HATTONCHATEL;55210
LOYETTES;1360
LE SOURD;2140
SORTOSVILLE EN BEAUMONT;50270
MONTGENOST;51260
VIGNEULLES LES HATTONCHATEL;55210
MAILLAT;1430
TANNIERES;2220
SOTTEVAST;50260
OGNES;51230
VIGNEULLES LES HATTONCHATEL;55210
MALAFRETAZ;1340
TAVAUX ET PONTSERICOURT;2250
SUBLIGNY;50870
OMEY;51240
VIGNEUL SOUS MONTMEDY;55600
MARIGNIEU;1300
THENELLES;2390
VILLEBAUDON;50410
ORCONTE;51300
VILLERS DEVANT DUN;55110
MASSIEUX;1600
TROESNES;2460
YVETOT BOCAGE;50700
OUTREPONT;51300
VILOSNES HARAUMONT;55110
MATAFELON GRANGES;1580
TUGNY ET PONT;2640
ABLANCOURT;51240
PIERRE MORAINS;51130
VOUTHON HAUT;55130
MATAFELON GRANGES;1580
LA VALLEE MULATRE;2110
ALLEMANCHE LAUNAY ET SOYER;51260
POCANCY;51130
WATRONVILLE;55160
BOHAS MEYRIAT RIGNAT;1250
VAUCELLES ET BEFFECOURT;2000
ATHIS;51150
POILLY;51170
WILLERONCOURT;55500
BOHAS MEYRIAT RIGNAT;1250
VAUDESSON;2320
AULNAY L AITRE;51240
POIX;51460
WOIMBEY;55300
MIONNAY;1390
VENDEUIL;2800
BASLIEUX SOUS CHATILLON;51700
POMACLE;51110
ARZON;56640
MIRIBEL;1700
VENDHUILE;2420
BASSU;51300
POSSESSE;51330
BEGANNE;56350
MIRIBEL;1700
VENDRESSE BEAULNE;2160
BASSUET;51300
POTANGIS;51260
BERNE;56240
MONTANGES;1200
VENIZEL;2200
BEAUMONT SUR VESLE;51360
POURCY;51480
BOHAL;56140
MONTCEAUX;1090
LE VERGUIER;2490
BERGERES LES VERTUS;51130
PRUNAY;51360
BRECH;56400
MONTHIEUX;1390
VERMAND;2490
BIGNICOURT SUR SAULX;51340
REIMS LA BRULEE;51300
BRIGNAC;56430
MONTLUEL;1120
VERVINS;2140
BOURGOGNE FRESNE;51110
REMICOURT;51330
CAMOEL;56130
MONTRACOL;1310
VESLES ET CAUMONT;2350
BRANDONVILLERS;51290
REVEILLON;51310
COLPO;56390
NEUVILLE LES DAMES;1400
VIC SUR AISNE;2290
BRAUX ST REMY;51800
RIEUX;51210
LES FOUGERETS;56200
NIEVROZ;1120
VICHEL NANTEUIL;2210
BREUIL SUR VESLE;51140
ST BRICE COURCELLES;51370
LA GREE ST LAURENT;56120
NIVOLLET MONTGRIFFON;1230
LA VILLE AUX BOIS LES PONTAVERT;2160
BREUVERY SUR COOLE;51240
ST EUPHRAISE ET CLAIRIZET;51390
GUEHENNO;56420
OZAN;1190
VILLEQUIER AUMONT;2300
BRIMONT;51220
ST HILAIRE AU TEMPLE;51400
GUEMENE SUR SCORFF;56160
PARVES ET NATTAGES;1300
VILLERS COTTERETS;2600
BROUILLET;51170
ST HILAIRE LE GRAND;51600
GUER;56380
PERREX;1540
VILLERS COTTERETS;2600
CAUREL;51110
ST JEAN DEVANT POSSESSE;51330
GUISCRIFF;56560
PONT DE VAUX;1190
VREGNY;2880
LA CELLE SOUS CHANTEMERLE;51260
ST MARD LES ROUFFY;51130
HENNEBONT;56700
POUGNY;1550
WASSIGNY;2630
CHAMPIGNEUL CHAMPAGNE;51150
STE MARIE A PY;51600
ILE D HOUAT;56170
PREVESSIN MOENS;1280
WATIGNY;2830
CHAMPLAT ET BOUJACOURT;51480
ST MASMES;51490
JOSSELIN;56120
RELEVANT;1990
WISSIGNICOURT;2320
CHARMONT;51330
ST QUENTIN LE VERGER;51120
KERFOURN;56920
REYRIEUX;1600
AINAY LE CHATEAU;3360
CHAUDEFONTAINE;51800
ST SOUPLET SUR PY;51600
LANTILLAC;56120
ROMANS;1400
AUROUER;3460
CLAMANGES;51130
ST UTIN;51290
LANVENEGEN;56320
RUFFIEU;1260
BARRAIS BUSSOLLES;3120
VAL DES MARAIS;51130
SARCY;51170
LARMOR PLAGE;56260
ST ANDRE LE BOUCHOUX;1240
BEGUES;3800
VAL DES MARAIS;51130
SARRY;51520
LIZIO;56460
ST BERNARD;1600
BELLENAVES;3330
CONFLANS SUR SEINE;51260
SERMIERS;51500
LOCMINE;56500
ST ELOI;1800
BELLERIVE SUR ALLIER;3700
CONNANTRAY VAUREFROY;51230
SOIZY AUX BOIS;51120
LOCOAL MENDON;56550
ST ETIENNE SUR CHALARONNE;1140
BERT;3130
CORFELIX;51210
SOMME TOURBE;51600
MALESTROIT;56140
ST JEAN DE GONVILLE;1630
BEZENET;3170
CORMOYEUX;51480
SOUAIN PERTHES LES HURLUS;51600
MENEAC;56490
ST JEAN SUR REYSSOUZE;1560
BILLY;3260
COUPEVILLE;51240
SOULANGES;51300
MOUSTOIR AC;56500
STE JULIE;1150
BLOMARD;3390
COURGIVAUX;51310
SUIZY LE FRANC;51270
NIVILLAC;56130
ST MARCEL;1390
BOUCE;3150
COURJEONNET;51270
TRECON;51130
NOSTANG;56690
ST MARTIN DE BAVEL;1510
BRANSAT;3500
COURLANDON;51170
VANDIERES;51700
LE PALAIS;56360
SANDRANS;1400
BRESNAY;3210
CRUGNY;51170
VAUCIENNES;51480
PENESTIN;56760
SERGY;1630
BUSSET;3270
CUIS;51530
VAUDEMANGE;51380
PLESCOP;56890
SERMOYER;1190
CHAREIL CINTRAT;3140
DAMERY;51480
VAVRAY LE GRAND;51300
PLEUGRIFFET;56120
SERRIERES DE BRIORD;1470
CHASSENARD;3510
DAMPIERRE AU TEMPLE;51400
VAVRAY LE PETIT;51300
PLOEREN;56880
SERVAS;1960
CHATEL DE NEUVRE;3500
DOMPREMY;51300
VENTELAY;51140
PLOUHARNEL;56340
SIMANDRE SUR SURAN;1250
CHAZEMAIS;3370
DORMANS;51700
BLANCS COTEAUX;51190
PLUMELIN;56500
SOUCLIN;1150
COLOMBIER;3600
VAL DE VIERE;51340
VILLERS SOUS CHATILLON;51700
PLUNERET;56400
TENAY;1230
COURCAIS;3370
ECRIENNES;51300
VILLE SUR TOURBE;51800
QUISTINIC;56310
THOIRY;1710
COUTANSOUZE;3330
ECURY SUR COOLE;51240
VILLEVENARD;51270
ROHAN;56580
TOUSSIEUX;1600
COUZON;3160
EPOYE;51490
VITRY LA VILLE;51240
ROHAN;56580
VAL REVERMONT;1370
CRESSANGES;3240
LES ESSARTS LE VICOMTE;51310
VOUZY;51130
ROUDOUALLEC;56110
VERSONNEX;1210
CREUZIER LE NEUF;3300
ETRECHY;51130
AILLIANVILLE;52700
ST ALLOUESTRE;56500
VESCOURS;1560
DOYET;3170
FAGNIERES;51510
AIZANVILLE;52120
STE BRIGITTE;56480
VILLENEUVE;1480
ESPINASSE VOZELLE;3110
FAUX FRESNAY;51230
AUBEPIERRE SUR AUBE;52210
ST GRAVE;56220
VILLEREVERSURE;1250
LA FERTE HAUTERIVE;3340
FAUX VESIGNEUL;51320
AUJEURRES;52190
STE HELENE;56700
VILLIEU LOYES MOLLON;1800
FOURILLES;3140
FAVEROLLES ET COEMY;51170
AVRECOURT;52140
ST PHILIBERT;56470
AGUILCOURT;2190
LA GUILLERMIE;3250
FONTAINE DENIS NUISY;51120
BAUDRECOURT;52110
ST VINCENT SUR OUST;56350
AIZY JOUY;2370
LENAX;3130
LE FRESNE;51240
BELMONT;52500
SERENT;56460
ANCIENVILLE;2600
LIGNEROLLES;3410
GAYE;51120
BEURVILLE;52110
THEIX NOYALO;56450
ANIZY LE GRAND;2320
LORIGES;3500
STE MARIE DU LAC NUISEMENT;51290
BIESLES;52340
TREFFLEAN;56250
ANNOIS;2480
LUNEAU;3130
HEILTZ LE HUTIER;51300
BIZE;52500
LA TRINITE PORHOET;56490
ARCHON;2360
LURCY LEVIS;3320
HEILTZ LE MAURUPT;51340
BLAISY;52330
BONO;56400
ARCY STE RESTITUE;2130
MAGNET;3260
HERMONVILLE;51220
BLESSONVILLE;52120
ALGRANGE;57440
ARMENTIERES SUR OURCQ;2210
HAUT BOCAGE;3190
JANVILLIERS;51210
BLUMERAY;52110
ALTVILLER;57730
AUBIGNY EN LAONNOIS;2820
MARCENAT;3260
JONQUERY;51700
BOURBONNE LES BAINS;52400
AMNEVILLE;57360
AZY SUR MARNE;2400
MONESTIER;3140
LACHY;51120
BOURG STE MARIE;52150
APACH;57480
BEAUME;2500
MONETAY SUR ALLIER;3500
LINTHELLES;51230
BOURMONT ENTRE MEUSE ET MOUZON;52150
ARS SUR MOSELLE;57130
BELLEAU;2400
MOULINS;3000
LINTHES;51230
BREUVANNES EN BASSIGNY;52240
ATTILLONCOURT;57170
BERGUES SUR SAMBRE;2450
NEUVY;3000
MAIRY SUR MARNE;51240
BREUVANNES EN BASSIGNY;52240
AULNOIS SUR SEILLE;57590
BERNOT;2120
PARAY LE FRESIL;3230
MAREUIL EN BRIE;51270
BRIAUCOURT;52700
AY SUR MOSELLE;57300
BIEVRES;2860
PIERREFITTE SUR LOIRE;3470
MAREUIL LE PORT;51700
BRICON;52120
BACOURT;57590
BLERANCOURT;2300
LE PIN;3130
MARFAUX;51170
BROUSSEVAL;52130
LE BAN ST MARTIN;57050
BOUE;2450
RONGERES;3150
MARSON;51240
BUXIERES LES CLEFMONT;52240
BARCHAIN;57830
LA BOUTEILLE;2140
ST BONNET DE ROCHEFORT;3800
MATIGNICOURT GONCOURT;51300
VALS DES TILLES;52160
BARST;57450
BRAYE EN THIERACHE;2140
ST BONNET TRONCAIS;3360
MATOUGUES;51510
CHAMBRONCOURT;52700
BAZONCOURT;57530
BRAYE;2880
ST DESIRE;3370
MOIREMONT;51800
CHAMPIGNEULLES EN BASSIGNY;52150
BEBING;57830
BRUYERES SUR FERE;2130
ST MARTINIEN;3380
MOIVRE;51240
CHAMPIGNY SOUS VARENNES;52400
BENING LES ST AVOLD;57800
BUIRONFOSSE;2620
ST MENOUX;3210
MONDEMENT MONTGIVROUX;51120
CHANGEY;52360
BERVILLER EN MOSELLE;57550
BURELLES;2140
ST PONT;3110
MONTMIRAIL;51210
CHANOY;52260
BETTANGE;57220
CELLES LES CONDE;2330
